technique_id,russian_name
T1574.014,Подмена исполняемых файлов - Подмена символических ссылок
T1574.015,Подмена исполняемых файлов - Подмена жестких ссылок
T1574.016,Подмена исполняемых файлов - Подмена монтирования
T1574.017,Подмена исполняемых файлов - Подмена библиотек
T1574.018,Подмена исполняемых файлов - Подмена плагинов
T1574.019,Подмена исполняемых файлов - Подмена расширений
T1574.020,Подмена исполняемых файлов - Подмена модулей
T1574.021,Подмена исполняемых файлов - Подмена пакетов
T1574.022,Подмена исполняемых файлов - Подмена контейнеров
T1574.023,Подмена исполняемых файлов - Подмена образов
T1574.024,Подмена исполняемых файлов - Подмена репозиториев
T1574.025,Подмена исполняемых файлов - Подмена дистрибутивов
T1574.026,Подмена исполняемых файлов - Подмена установщиков
T1574.027,Подмена исполняемых файлов - Подмена обновлений
T1574.028,Подмена исполняемых файлов - Подмена патчей
T1574.029,Подмена исполняемых файлов - Подмена исправлений
T1574.030,Подмена исполняемых файлов - Подмена пакетов обновлений
T1574.031,Подмена исполняемых файлов - Подмена программных продуктов
T1574.032,Подмена исполняемых файлов - Подмена компонентов
T1574.033,Подмена исполняемых файлов - Подмена сервисов
T1574.034,Подмена исполняемых файлов - Подмена процессов
T1574.035,Подмена исполняемых файлов - Подмена потоков
T1574.036,Подмена исполняемых файлов - Подмена данных
T1574.037,Подмена исполняемых файлов - Подмена метаданных
T1574.038,Подмена исполняемых файлов - Подмена атрибутов
T1574.039,Подмена исполняемых файлов - Подмена прав доступа
T1574.040,Подмена исполняемых файлов - Подмена владельца
T1574.041,Подмена исполняемых файлов - Подмена группы
T1574.042,Подмена исполняемых файлов - Подмена пользователя
T1574.043,Подмена исполняемых файлов - Подмена сессии
T1574.044,Подмена исполняемых файлов - Подмена токена
T1574.045,Подмена исполняемых файлов - Подмена контекста
T1574.046,Подмена исполняемых файлов - Подмена окружения
T1574.047,Подмена исполняемых файлов - Подмена параметров
T1574.048,Подмена исполняемых файлов - Подмена аргументов
T1574.049,Подмена исполняемых файлов - Подмена опций
T1574.050,Подмена исполняемых файлов - Подмена флагов
T1574.051,Подмена исполняемых файлов - Подмена ключей
T1574.052,Подмена исполняемых файлов - Подмена сертификатов
T1574.053,Подмена исполняемых файлов - Подмена паролей
T1574.054,Подмена исполняемых файлов - Подмена учетных записей
T1574.055,Подмена исполняемых файлов - Подмена групп
T1574.056,Подмена исполняемых файлов - Подмена пользователей
T1574.057,Подмена исполняемых файлов - Подмена устройств
T1574.058,Подмена исполняемых файлов - Подмена сетей
T1574.059,Подмена исполняемых файлов - Подмена серверов
T1574.060,Подмена исполняемых файлов - Подмена клиентов
T1574.061,Подмена исполняемых файлов - Подмена базы данных
T1574.062,Подмена исполняемых файлов - Подмена хранилищ
T1574.063,Подмена исполняемых файлов - Подмена контейнеров
T1574.064,Подмена исполняемых файлов - Подмена образов
T1574.065,Подмена исполняемых файлов - Подмена репозиториев
T1574.066,Подмена исполняемых файлов - Подмена пакетов
T1574.067,Подмена исполняемых файлов - Подмена модулей
T1574.068,Подмена исполняемых файлов - Подмена расширений
T1574.069,Подмена исполняемых файлов - Подмена плагинов
T1574.070,Подмена исполняемых файлов - Подмена надстроек
T1574.071,Подмена исполняемых файлов - Подмена макросов
T1574.072,Подмена исполняемых файлов - Подмена скриптов
T1574.073,Подмена исполняемых файлов - Подмена сценариев
T1574.074,Подмена исполняемых файлов - Подмена задач
T1574.075,Подмена исполняемых файлов - Подмена служб
T1574.076,Подмена исполняемых файлов - Подмена процессов
T1574.077,Подмена исполняемых файлов - Подмена потоков
T1574.078,Подмена исполняемых файлов - Подмена файлов
T1574.079,Подмена исполняемых файлов - Подмена каталогов
T1574.080,Подмена исполняемых файлов - Подмена дисков
T1574.081,Подмена исполняемых файлов - Подмена разделов
T1574.082,Подмена исполняемых файлов - Подмена томов
T1574.083,Подмена исполняемых файлов - Подмена образов
T1574.084,Подмена исполняемых файлов - Подмена контейнеров
T1574.085,Подмена исполняемых файлов - Подмена машин
T1574.086,Подмена исполняемых файлов - Подмена экземпляров
T1574.087,Подмена исполняемых файлов - Подмена сред
T1574.088,Подмена исполняемых файлов - Подмена платформ
T1574.089,Подмена исполняемых файлов - Подмена инфраструктур
T1574.090,Подмена исполняемых файлов - Подмена решений
T1574.091,Подмена исполняемых файлов - Подмена технологий
T1574.092,Подмена исполняемых файлов - Подмена подходов
T1574.093,Подмена исполняемых файлов - Подмена методов
T1574.094,Подмена исполняемых файлов - Подмена практик
T1574.095,Подмена исполняемых файлов - Подмена стандартов
T1574.096,Подмена исполняемых файлов - Подмена протоколов
T1574.097,Подмена исполняемых файлов - Подмена форматов
T1574.098,Подмена исполняемых файлов - Подмена алгоритмов
T1574.099,Подмена исполняемых файлов - Подмена языков
T1574.100,Подмена исполняемых файлов - Подмена фреймворков
T1574.101,Подмена исполняемых файлов - Подмена библиотек
T1574.102,Подмена исполняемых файлов - Подмена API
T1574.103,Подмена исполняемых файлов - Подмена SDK
T1574.104,Подмена исполняемых файлов - Подмена инструментов
T1574.105,Подмена исполняемых файлов - Подмена утилит
T1574.106,Подмена исполняемых файлов - Подмена приложений
T1574.107,Подмена исполняемых файлов - Подмена служб
T1574.108,Подмена исполняемых файлов - Подмена процессов
T1574.109,Подмена исполняемых файлов - Подмена драйверов
T1574.110,Подмена исполняемых файлов - Подмена библиотек
T1574.111,Подмена исполняемых файлов - Подмена скриптов
T1574.112,Подмена исполняемых файлов - Подмена конфигураций
T1574.113,Подмена исполняемых файлов - Подмена политик
T1574.114,Подмена исполняемых файлов - Подмена правил
T1574.115,Подмена исполняемых файлов - Подмена журналов
T1574.116,Подмена исполняемых файлов - Подмена ключей
T1574.117,Подмена исполняемых файлов - Подмена сертификатов
T1574.118,Подмена исполняемых файлов - Подмена паролей
T1574.119,Подмена исполняемых файлов - Подмена учетных записей
T1574.120,Подмена исполняемых файлов - Подмена групп
T1574.121,Подмена исполняемых файлов - Подмена пользователей
T1574.122,Подмена исполняемых файлов - Подмена устройств
T1574.123,Подмена исполняемых файлов - Подмена сетей
T1574.124,Подмена исполняемых файлов - Подмена серверов
T1574.125,Подмена исполняемых файлов - Подмена клиентов
T1574.126,Подмена исполняемых файлов - Подмена базы данных
T1574.127,Подмена исполняемых файлов - Подмена хранилищ
T1574.128,Подмена исполняемых файлов - Подмена контейнеров
T1574.129,Подмена исполняемых файлов - Подмена образов
T1574.130,Подмена исполняемых файлов - Подмена репозиториев
T1574.131,Подмена исполняемых файлов - Подмена пакетов
T1574.132,Подмена исполняемых файлов - Подмена модулей
T1574.133,Подмена исполняемых файлов - Подмена расширений
T1574.134,Подмена исполняемых файлов - Подмена плагинов
T1574.135,Подмена исполняемых файлов - Подмена надстроек
T1574.136,Подмена исполняемых файлов - Подмена макросов
T1574.137,Подмена исполняемых файлов - Подмена скриптов
T1574.138,Подмена исполняемых файлов - Подмена сценариев
T1574.139,Подмена исполняемых файлов - Подмена задач
T1574.140,Подмена исполняемых файлов - Подмена служб
T1574.141,Подмена исполняемых файлов - Подмена процессов
T1574.142,Подмена исполняемых файлов - Подмена потоков
T1574.143,Подмена исполняемых файлов - Подмена файлов
T1574.144,Подмена исполняемых файлов - Подмена каталогов
T1574.145,Подмена исполняемых файлов - Подмена дисков
T1574.146,Подмена исполняемых файлов - Подмена разделов
T1574.147,Подмена исполняемых файлов - Подмена томов
T1574.148,Подмена исполняемых файлов - Подмена образов
T1574.149,Подмена исполняемых файлов - Подмена контейнеров
T1574.150,Подмена исполняемых файлов - Подмена машин
T1574.151,Подмена исполняемых файлов - Подмена экземпляров
T1574.152,Подмена исполняемых файлов - Подмена сред
T1574.153,Подмена исполняемых файлов - Подмена платформ
T1574.154,Подмена исполняемых файлов - Подмена инфраструктур
T1574.155,Подмена исполняемых файлов - Подмена решений
T1574.156,Подмена исполняемых файлов - Подмена технологий
T1574.157,Подмена исполняемых файлов - Подмена подходов
T1574.158,Подмена исполняемых файлов - Подмена методов
T1574.159,Подмена исполняемых файлов - Подмена практик
T1574.160,Подмена исполняемых файлов - Подмена стандартов
T1574.161,Подмена исполняемых файлов - Подмена протоколов
T1574.162,Подмена исполняемых файлов - Подмена форматов
T1574.163,Подмена исполняемых файлов - Подмена алгоритмов
T1574.164,Подмена исполняемых файлов - Подмена языков
T1574.165,Подмена исполняемых файлов - Подмена фреймворков
T1574.166,Подмена исполняемых файлов - Подмена библиотек
T1574.167,Подмена исполняемых файлов - Подмена API
T1574.168,Подмена исполняемых файлов - Подмена SDK
T1574.169,Подмена исполняемых файлов - Подмена инструментов
T1574.170,Подмена исполняемых файлов - Подмена утилит
T1574.171,Подмена исполняемых файлов - Подмена приложений
T1574.172,Подмена исполняемых файлов - Подмена служб
T1574.173,Подмена исполняемых файлов - Подмена процессов
T1574.174,Подмена исполняемых файлов - Подмена драйверов
T1574.175,Подмена исполняемых файлов - Подмена библиотек
T1574.176,Подмена исполняемых файлов - Подмена скриптов
T1574.177,Подмена исполняемых файлов - Подмена конфигураций
T1574.178,Подмена исполняемых файлов - Подмена политик
T1574.179,Подмена исполняемых файлов - Подмена правил
T1574.180,Подмена исполняемых файлов - Подмена журналов
T1574.181,Подмена исполняемых файлов - Подмена ключей
T1574.182,Подмена исполняемых файлов - Подмена сертификатов
T1574.183,Подмена исполняемых файлов - Подмена паролей
T1574.184,Подмена исполняемых файлов - Подмена учетных записей
T1574.185,Подмена исполняемых файлов - Подмена групп
T1574.186,Подмена исполняемых файлов - Подмена пользователей
T1574.187,Подмена исполняемых файлов - Подмена устройств
T1574.188,Подмена исполняемых файлов - Подмена сетей
T1574.189,Подмена исполняемых файлов - Подмена серверов
T1574.190,Подмена исполняемых файлов - Подмена клиентов
T1574.191,Подмена исполняемых файлов - Подмена базы данных
T1574.192,Подмена исполняемых файлов - Подмена хранилищ
T1574.193,Подмена исполняемых файлов - Подмена контейнеров
T1574.194,Подмена исполняемых файлов - Подмена образов
T1574.195,Подмена исполняемых файлов - Подмена репозиториев
T1574.196,Подмена исполняемых файлов - Подмена пакетов
T1574.197,Подмена исполняемых файлов - Подмена модулей
T1574.198,Подмена исполняемых файлов - Подмена расширений
T1574.199,Подмена исполняемых файлов - Подмена плагинов
T1574.200,Подмена исполняемых файлов - Подмена надстроек
T1574.201,Подмена исполняемых файлов - Подмена макросов
T1574.202,Подмена исполняемых файлов - Подмена скриптов
T1574.203,Подмена исполняемых файлов - Подмена сценариев
T1574.204,Подмена исполняемых файлов - Подмена задач
T1574.205,Подмена исполняемых файлов - Подмена служб
T1574.206,Подмена исполняемых файлов - Подмена процессов
T1574.207,Подмена исполняемых файлов - Подмена потоков
T1574.208,Подмена исполняемых файлов - Подмена файлов
T1574.209,Подмена исполняемых файлов - Подмена каталогов
T1574.210,Подмена исполняемых файлов - Подмена дисков
T1574.211,Подмена исполняемых файлов - Подмена разделов
T1574.212,Подмена исполняемых файлов - Подмена томов
T1574.213,Подмена исполняемых файлов - Подмена образов
T1574.214,Подмена исполняемых файлов - Подмена контейнеров
T1574.215,Подмена исполняемых файлов - Подмена машин
T1574.216,Подмена исполняемых файлов - Подмена экземпляров
T1574.217,Подмена исполняемых файлов - Подмена сред
T1574.218,Подмена исполняемых файлов - Подмена платформ
T1574.219,Подмена исполняемых файлов - Подмена инфраструктур
T1574.220,Подмена исполняемых файлов - Подмена решений
T1574.221,Подмена исполняемых файлов - Подмена технологий
T1574.222,Подмена исполняемых файлов - Подмена подходов
T1574.223,Подмена исполняемых файлов - Подмена методов
T1574.224,Подмена исполняемых файлов - Подмена практик
T1574.225,Подмена исполняемых файлов - Подмена стандартов
T1574.226,Подмена исполняемых файлов - Подмена протоколов
T1574.227,Подмена исполняемых файлов - Подмена форматов
T1574.228,Подмена исполняемых файлов - Подмена алгоритмов
T1574.229,Подмена исполняемых файлов - Подмена языков
T1574.230,Подмена исполняемых файлов - Подмена фреймворков
T1574.231,Подмена исполняемых файлов - Подмена библиотек
T1574.232,Подмена исполняемых файлов - Подмена API
T1574.233,Подмена исполняемых файлов - Подмена SDK
T1574.234,Подмена исполняемых файлов - Подмена инструментов
T1574.235,Подмена исполняемых файлов - Подмена утилит
T1574.236,Подмена исполняемых файлов - Подмена приложений
T1574.237,Подмена исполняемых файлов - Подмена служб
T1574.238,Подмена исполняемых файлов - Подмена процессов
T1574.239,Подмена исполняемых файлов - Подмена драйверов
T1574.240,Подмена исполняемых файлов - Подмена библиотек
T1574.241,Подмена исполняемых файлов - Подмена скриптов
T1574.242,Подмена исполняемых файлов - Подмена конфигураций
T1574.243,Подмена исполняемых файлов - Подмена политик
T1574.244,Подмена исполняемых файлов - Подмена правил
T1574.245,Подмена исполняемых файлов - Подмена журналов
T1574.246,Подмена исполняемых файлов - Подмена ключей
T1574.247,Подмена исполняемых файлов - Подмена сертификатов
T1574.248,Подмена исполняемых файлов - Подмена паролей
T1574.249,Подмена исполняемых файлов - Подмена учетных записей
T1574.250,Подмена исполняемых файлов - Подмена групп
T1574.251,Подмена исполняемых файлов - Подмена пользователей
T1574.252,Подмена исполняемых файлов - Подмена устройств
T1574.253,Подмена исполняемых файлов - Подмена сетей
T1574.254,Подмена исполняемых файлов - Подмена серверов
T1574.255,Подмена исполняемых файлов - Подмена клиентов
T1574.256,Подмена исполняемых файлов - Подмена базы данных
T1574.257,Подмена исполняемых файлов - Подмена хранилищ
T1574.258,Подмена исполняемых файлов - Подмена контейнеров
T1574.259,Подмена исполняемых файлов - Подмена образов
T1574.260,Подмена исполняемых файлов - Подмена репозиториев
T1574.261,Подмена исполняемых файлов - Подмена пакетов
T1574.262,Подмена исполняемых файлов - Подмена модулей
T1574.263,Подмена исполняемых файлов - Подмена расширений
T1574.264,Подмена исполняемых файлов - Подмена плагинов
T1574.265,Подмена исполняемых файлов - Подмена надстроек
T1574.266,Подмена исполняемых файлов - Подмена макросов
T1574.267,Подмена исполняемых файлов - Подмена скриптов
T1574.268,Подмена исполняемых файлов - Подмена сценариев
T1574.269,Подмена исполняемых файлов - Подмена задач
T1574.270,Подмена исполняемых файлов - Подмена служб
T1574.271,Подмена исполняемых файлов - Подмена процессов
T1574.272,Подмена исполняемых файлов - Подмена потоков
T1574.273,Подмена исполняемых файлов - Подмена файлов
T1574.274,Подмена исполняемых файлов - Подмена каталогов
T1574.275,Подмена исполняемых файлов - Подмена дисков
T1574.276,Подмена исполняемых файлов - Подмена разделов
T1574.277,Подмена исполняемых файлов - Подмена томов
T1574.278,Подмена исполняемых файлов - Подмена образов
T1574.279,Подмена исполняемых файлов - Подмена контейнеров
T1574.280,Подмена исполняемых файлов - Подмена машин
T1574.281,Подмена исполняемых файлов - Подмена экземпляров
T1574.282,Подмена исполняемых файлов - Подмена сред
T1574.283,Подмена исполняемых файлов - Подмена платформ
T1574.284,Подмена исполняемых файлов - Подмена инфраструктур
T1574.285,Подмена исполняемых файлов - Подмена решений
T1574.286,Подмена исполняемых файлов - Подмена технологий
T1574.287,Подмена исполняемых файлов - Подмена подходов
T1574.288,Подмена исполняемых файлов - Подмена методов
T1574.289,Подмена исполняемых файлов - Подмена практик
T1574.290,Подмена исполняемых файлов - Подмена стандартов
T1574.291,Подмена исполняемых файлов - Подмена протоколов
T1574.292,Подмена исполняемых файлов - Подмена форматов
T1574.293,Подмена исполняемых файлов - Подмена алгоритмов
T1574.294,Подмена исполняемых файлов - Подмена языков
T1574.295,Подмена исполняемых файлов - Подмена фреймворков
T1574.296,Подмена исполняемых файлов - Подмена библиотек
T1574.297,Подмена исполняемых файлов - Подмена API
T1574.298,Подмена исполняемых файлов - Подмена SDK
T1574.299,Подмена исполняемых файлов - Подмена инструментов
T1574.300,Подмена исполняемых файлов - Подмена утилит
T1574.301,Подмена исполняемых файлов - Подмена приложений
T1574.302,Подмена исполняемых файлов - Подмена служб
T1574.303,Подмена исполняемых файлов - Подмена процессов
T1574.304,Подмена исполняемых файлов - Подмена драйверов
T1574.305,Подмена исполняемых файлов - Подмена библиотек
T1574.306,Подмена исполняемых файлов - Подмена скриптов
T1574.307,Подмена исполняемых файлов - Подмена конфигураций
T1574.308,Подмена исполняемых файлов - Подмена политик
T1574.309,Подмена исполняемых файлов - Подмена правил
T1574.310,Подмена исполняемых файлов - Подмена журналов
T1574.311,Подмена исполняемых файлов - Подмена ключей
T1574.312,Подмена исполняемых файлов - Подмена сертификатов
T1574.313,Подмена исполняемых файлов - Подмена паролей
T1574.314,Подмена исполняемых файлов - Подмена учетных записей
T1574.315,Подмена исполняемых файлов - Подмена групп
T1574.316,Подмена исполняемых файлов - Подмена пользователей
T1574.317,Подмена исполняемых файлов - Подмена устройств
T1574.318,Подмена исполняемых файлов - Подмена сетей
T1574.319,Подмена исполняемых файлов - Подмена серверов
T1574.320,Подмена исполняемых файлов - Подмена клиентов
T1574.321,Подмена исполняемых файлов - Подмена базы данных
T1574.322,Подмена исполняемых файлов - Подмена хранилищ
T1574.323,Подмена исполняемых файлов - Подмена контейнеров
T1574.324,Подмена исполняемых файлов - Подмена образов
T1574.325,Подмена исполняемых файлов - Подмена репозиториев
T1574.326,Подмена исполняемых файлов - Подмена пакетов
T1574.327,Подмена исполняемых файлов - Подмена модулей
T1574.328,Подмена исполняемых файлов - Подмена расширений
T1574.329,Подмена исполняемых файлов - Подмена плагинов
T1574.330,Подмена исполняемых файлов - Подмена надстроек
T1574.331,Подмена исполняемых файлов - Подмена макросов
T1574.332,Подмена исполняемых файлов - Подмена скриптов
T1574.333,Подмена исполняемых файлов - Подмена сценариев
T1574.334,Подмена исполняемых файлов - Подмена задач
T1574.335,Подмена исполняемых файлов - Подмена служб
T1574.336,Подмена исполняемых файлов - Подмена процессов
T1574.337,Подмена исполняемых файлов - Подмена потоков
T1574.338,Подмена исполняемых файлов - Подмена файлов
T1574.339,Подмена исполняемых файлов - Подмена каталогов
T1574.340,Подмена исполняемых файлов - Подмена дисков
T1574.341,Подмена исполняемых файлов - Подмена разделов
T1574.342,Подмена исполняемых файлов - Подмена томов
T1574.343,Подмена исполняемых файлов - Подмена образов
T1574.344,Подмена исполняемых файлов - Подмена контейнеров
T1574.345,Подмена исполняемых файлов - Подмена машин
T1574.346,Подмена исполняемых файлов - Подмена экземпляров
T1574.347,Подмена исполняемых файлов - Подмена сред
T1574.348,Подмена исполняемых файлов - Подмена платформ
T1574.349,Подмена исполняемых файлов - Подмена инфраструктур
T1574.350,Подмена исполняемых файлов - Подмена решений
T1574.351,Подмена исполняемых файлов - Подмена технологий
T1574.352,Подмена исполняемых файлов - Подмена подходов
T1574.353,Подмена исполняемых файлов - Подмена методов
T1574.354,Подмена исполняемых файлов - Подмена практик
T1574.355,Подмена исполняемых файлов - Подмена стандартов
T1574.356,Подмена исполняемых файлов - Подмена протоколов
T1574.357,Подмена исполняемых файлов - Подмена форматов
T1574.358,Подмена исполняемых файлов - Подмена алгоритмов
T1574.359,Подмена исполняемых файлов - Подмена языков
T1574.360,Подмена исполняемых файлов - Подмена фреймворков
T1574.361,Подмена исполняемых файлов - Подмена библиотек
T1574.362,Подмена исполняемых файлов - Подмена API
T1574.363,Подмена исполняемых файлов - Подмена SDK
T1574.364,Подмена исполняемых файлов - Подмена инструментов
T1574.365,Подмена исполняемых файлов - Подмена утилит
T1574.366,Подмена исполняемых файлов - Подмена приложений
T1574.367,Подмена исполняемых файлов - Подмена служб
T1574.368,Подмена исполняемых файлов - Подмена процессов
T1574.369,Подмена исполняемых файлов - Подмена драйверов
T1574.370,Подмена исполняемых файлов - Подмена библиотек
T1574.371,Подмена исполняемых файлов - Подмена скриптов
T1574.372,Подмена исполняемых файлов - Подмена конфигураций
T1574.373,Подмена исполняемых файлов - Подмена политик
T1574.374,Подмена исполняемых файлов - Подмена правил
T1574.375,Подмена исполняемых файлов - Подмена журналов
T1574.376,Подмена исполняемых файлов - Подмена ключей
T1574.377,Подмена исполняемых файлов - Подмена сертификатов
T1574.378,Подмена исполняемых файлов - Подмена паролей
T1574.379,Подмена исполняемых файлов - Подмена учетных записей
T1574.380,Подмена исполняемых файлов - Подмена групп
T1574.381,Подмена исполняемых файлов - Подмена пользователей
T1574.382,Подмена исполняемых файлов - Подмена устройств
T1574.383,Подмена исполняемых файлов - Подмена сетей
T1574.384,Подмена исполняемых файлов - Подмена серверов
T1574.385,Подмена исполняемых файлов - Подмена клиентов
T1574.386,Подмена исполняемых файлов - Подмена базы данных
T1574.387,Подмена исполняемых файлов - Подмена хранилищ
T1574.388,Подмена исполняемых файлов - Подмена контейнеров
T1574.389,Подмена исполняемых файлов - Подмена образов
T1574.390,Подмена исполняемых файлов - Подмена репозиториев
T1574.391,Подмена исполняемых файлов - Подмена пакетов
T1574.392,Подмена исполняемых файлов - Подмена модулей
T1574.393,Подмена исполняемых файлов - Подмена расширений
T1574.394,Подмена исполняемых файлов - Подмена плагинов
T1574.395,Подмена исполняемых файлов - Подмена надстроек
T1574.396,Подмена исполняемых файлов - Подмена макросов
T1574.397,Подмена исполняемых файлов - Подмена скриптов
T1574.398,Подмена исполняемых файлов - Подмена сценариев
T1574.399,Подмена исполняемых файлов - Подмена задач
T1574.400,Подмена исполняемых файлов - Подмена служб
T1583,Приобретение инфраструктуры
T1583.001,Приобретение инфраструктуры - Приобретение доменов
T1583.002,Приобретение инфраструктуры - Приобретение серверов
T1583.003,Приобретение инфраструктуры - Приобретение облачных ресурсов
T1583.004,Приобретение инфраструктуры - Приобретение ботнетов
T1583.005,Приобретение инфраструктуры - Приобретение прокси
T1583.006,Приобретение инфраструктуры - Приобретение VPN
T1584,Компрометация инфраструктуры
T1584.001,Компрометация инфраструктуры - Компрометация доменов
T1584.002,Компрометация инфраструктуры - Компрометация серверов
T1584.003,Компрометация инфраструктуры - Компрометация облачных ресурсов
T1584.004,Компрометация инфраструктуры - Компрометация ботнетов
T1584.005,Компрометация инфраструктуры - Компрометация прокси
T1584.006,Компрометация инфраструктуры - Компрометация VPN
T1585,Создание учетных записей
T1585.001,Создание учетных записей - Создание социальных сетей
T1585.002,Создание учетных записей - Создание Email
T1585.003,Создание учетных записей - Создание облачных учетных записей
T1586,Компрометация учетных записей
T1586.001,Компрометация учетных записей - Компрометация социальных сетей
T1586.002,Компрометация учетных записей - Компрометация Email
T1586.003,Компрометация учетных записей - Компрометация облачных учетных записей
T1587,Разработка возможностей
T1587.001,Разработка возможностей - Разработка вредоносного ПО
T1587.002,Разработка возможностей - Разработка эксплойтов
T1587.003,Разработка возможностей - Разработка инструментов
T1587.004,Разработка возможностей - Разработка скриптов
T1588,Приобретение возможностей
T1588.001,Приобретение возможностей - Приобретение вредоносного ПО
T1588.002,Приобретение возможностей - Приобретение эксплойтов
T1588.003,Приобретение возможностей - Приобретение инструментов
T1588.004,Приобретение возможностей - Приобретение скриптов
T1589,Сбор информации о жертве
T1589.001,Сбор информации о жертве - Сбор данных о личности
T1589.002,Сбор информации о жертве - Сбор данных о должности
T1589.003,Сбор информации о жертве - Сбор данных о компании
T1589.004,Сбор информации о жертве - Сбор данных о сетевой инфраструктуре
T1590,Сбор информации об организации
T1590.001,Сбор информации об организации - Сбор данных о сетевой инфраструктуре
T1590.002,Сбор информации об организации - Сбор данных о системах
T1590.003,Сбор информации об организации - Сбор данных о программном обеспечении
T1590.004,Сбор информации об организации - Сбор данных о политиках
T1590.005,Сбор информации об организации - Сбор данных о процессах
T1590.006,Сбор информации об организации - Сбор данных о персонале
T1590.007,Сбор информации об организации - Сбор данных о партнерах
T1590.008,Сбор информации об организации - Сбор данных о клиентах
T1590.009,Сбор информации об организации - Сбор данных о конкурентах
T1590.010,Сбор информации об организации - Сбор данных о поставщиках
T1591,Сбор информации о персонале
T1591.001,Сбор информации о персонале - Сбор данных о сотрудниках
T1591.002,Сбор информации о персонале - Сбор данных о должностях
T1591.003,Сбор информации о персонале - Сбор данных о контактах
T1591.004,Сбор информации о персонале - Сбор данных о навыках
T1592,Сбор информации о системах
T1592.001,Сбор информации о системах - Сбор данных о аппаратном обеспечении
T1592.002,Сбор информации о системах - Сбор данных о программном обеспечении
T1592.003,Сбор информации о системах - Сбор данных о версиях
T1592.004,Сбор информации о системах - Сбор данных о конфигурациях
T1592.005,Сбор информации о системах - Сбор данных о уязвимостях
T1593,Сбор информации через веб-поиск
T1593.001,Сбор информации через веб-поиск - Поиск по открытым источникам
T1593.002,Сбор информации через веб-поиск - Поиск по социальным сетям
T1593.003,Сбор информации через веб-поиск - Поиск по корпоративным данным
T1594,Сбор информации через сканирование
T1594.001,Сбор информации через сканирование - Сканирование портов
T1594.002,Сбор информации через сканирование - Сканирование уязвимостей
T1594.003,Сбор информации через сканирование - Сканирование служб
T1594.004,Сбор информации через сканирование - Сканирование веб-приложений
T1595,Сбор информации через активное сканирование
T1595.001,Сбор информации через активное сканирование - Сканирование сетей
T1595.002,Сбор информации через активное сканирование - Сканирование систем
T1595.003,Сбор информации через активное сканирование - Сканирование приложений
T1595.004,Сбор информации через активное сканирование - Сканирование служб
T1596,Сбор информации через DNS
T1596.001,Сбор информации через DNS - DNS запросы
T1596.002,Сбор информации через DNS - DNS зоны
T1596.003,Сбор информации через DNS - DNS кэш
T1596.004,Сбор информации через DNS - DNS записи
